Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-89573144.9127197,Samanea saman,SAMSAM,Fabales,Fabaceae,Samanea,saman,,(Jacq.) Merr.,Wagner et al. 2012,"Lorence et al., 1995; Oppenheimer & Bartlett, 2002; Oppenheimer, 2007",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Tree,Non-Native,malapa,,
20100315154438-89573144.9127197,Samanea saman,SAMSAM,Fabales,Fabaceae,Samanea,saman,,(Jacq.) Merr.,Wagner et al. 2012,"Lorence et al., 1995; Oppenheimer & Bartlett, 2002; Oppenheimer, 2007",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,Tree,Non-Native,monkeypod,nat,
20100315154438-89573144.9127197,Samanea saman,SAMSAM,Fabales,Fabaceae,Samanea,saman,,(Jacq.) Merr.,Wagner et al. 2012,"Lorence et al., 1995; Oppenheimer & Bartlett, 2002; Oppenheimer, 2007",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Tree,Non-Native,monkeypod,nat,
20100315154438-89573144.9127197,Samanea saman,SAMSAM,Fabales,Fabaceae,Samanea,saman,,(Jacq.) Merr.,Wagner et al. 2012,"Lorence et al., 1995; Oppenheimer & Bartlett, 2002; Oppenheimer, 2007",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Tree,Non-Native,monkeypod,,
20100315154438-895970165.729523,Ficus scabra,FICSCA,Urticales,Moraceae,Ficus,scabra,,Forst. f.,Whistler 2004,,,,,,NPSA,Tree,Native,mati talatala,ind,
20100315154438-89614570.1408386,Argemone glauca var. glauca,ARGGLA2,Papaverales,Papaveraceae,Argemone,glauca,var. glauca,(Nutt. ex Prain) Pope,Wagner et al. 2012,"Lorence et al., 1995",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Native,pua kala,end,
20100315154438-89614570.1408386,Argemone glauca var. glauca,ARGGLA2,Papaverales,Papaveraceae,Argemone,glauca,var. glauca,(Nutt. ex Prain) Pope,Wagner et al. 2012,"Lorence et al., 1995",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Native,pua kala,end,
20100315154438-89614570.1408386,Argemone glauca var. glauca,ARGGLA2,Papaverales,Papaveraceae,Argemone,glauca,var. glauca,(Nutt. ex Prain) Pope,Wagner et al. 2012,"Lorence et al., 1995",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,Herb,Native,pua kala,end,
20100315154438-89614570.1408386,Argemone glauca var. glauca,ARGGLA2,Papaverales,Papaveraceae,Argemone,glauca,var. glauca,(Nutt. ex Prain) Pope,Wagner et al. 2012,"Lorence et al., 1995",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Native,pua kala,end,
20100315154438-89641392.2309875,Alpinia atropurpurea,ALPATR,Zingiberales,Zingiberaceae,Alpinia,atropurpurea,,,,,Perennial,,,,NPSA,,Non-Native,"red ginger, teuila",,
20100315154438-896616637.706757,Argyroxiphium grayanum X Dubautia plantaginea,ARGGRA5,Asterales,Asteraceae,Argyroxiphium,grayanum X Dubautia plantaginea,,,,,Perennial,,,,HALE,,Native,,,
20100315154438-896642208.099365,Dioscorea alata,DIOALA,Liliales,Dioscoreaceae,Dioscorea,alata,,L.,2012 Bishop Museum Technical Report 60,Non-naturalized Polynesian introduction; Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,pol,
20100315154438-896642208.099365,Dioscorea alata,DIOALA,Liliales,Dioscoreaceae,Dioscorea,alata,,L.,2012 Bishop Museum Technical Report 60,Non-naturalized Polynesian introduction; Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,,Non-Native,,,
20100315154438-896642208.099365,Dioscorea alata,DIOALA,Liliales,Dioscoreaceae,Dioscorea,alata,,L.,2012 Bishop Museum Technical Report 60,Non-naturalized Polynesian introduction; Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,,Non-Native,,pol,
20100315154438-896642208.099365,Dioscorea alata,DIOALA,Liliales,Dioscoreaceae,Dioscorea,alata,,L.,2012 Bishop Museum Technical Report 60,Non-naturalized Polynesian introduction; Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,,Non-Native,,,
20100315154438-896792650.222778,Hedychium flavescens,HEDFLA,Zingiberales,Zingiberaceae,Hedychium,flavescens,,Carey ex Roscoe,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-896792650.222778,Hedychium flavescens,HEDFLA,Zingiberales,Zingiberaceae,Hedychium,flavescens,,Carey ex Roscoe,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-896792650.222778,Hedychium flavescens,HEDFLA,Zingiberales,Zingiberaceae,Hedychium,flavescens,,Carey ex Roscoe,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Non-Native,,nat,
20100315154438-897287011.146545,Cardamine flexuosa,CARFLE,Capparales,Brassicaceae,Cardamine,flexuosa,,With.,Wagner et al. 2012,"Hughes, 1995; Oppenheimer, 2003",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,bittercress,nat,
20100315154438-897287011.146545,Cardamine flexuosa,CARFLE,Capparales,Brassicaceae,Cardamine,flexuosa,,With.,Wagner et al. 2012,"Hughes, 1995; Oppenheimer, 2003",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,bittercress,nat,
20100315154438-897287011.146545,Cardamine flexuosa,CARFLE,Capparales,Brassicaceae,Cardamine,flexuosa,,With.,Wagner et al. 2012,"Hughes, 1995; Oppenheimer, 2003",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Non-Native,bittercress,nat,
20100315154438-897294163.703918,Rosa rubrifolia,ROSRUB,Rosales,Rosaceae,Rosa,rubrifolia,,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-897394657.13501,Metrosideros polymorpha var. polymorpha,METPOL2,Myrtales,Myrtaceae,Metrosideros,polymorpha,var. polymorpha,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Tree,Native,‘ōhi‘a,end,
20100315154438-897394657.13501,Metrosideros polymorpha var. polymorpha,METPOL2,Myrtales,Myrtaceae,Metrosideros,polymorpha,var. polymorpha,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Tree,Native,‘ōhi‘a,end,
20100315154438-897394657.13501,Metrosideros polymorpha var. polymorpha,METPOL2,Myrtales,Myrtaceae,Metrosideros,polymorpha,var. polymorpha,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Tree,Native,‘ōhi‘a,end,
20100315154438-898083388.805389,Gladiolus primulinus,GLAPRI,Liliales,Iridaceae,Gladiolus,primulinus,,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-898666501.045227,Ranunculus hawaiensis,RANHAW,Ranunculales,Ranunculaceae,Ranunculus,hawaiensis,,A.Gray,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-898666501.045227,Ranunculus hawaiensis,RANHAW,Ranunculales,Ranunculaceae,Ranunculus,hawaiensis,,A.Gray,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Native,,end,
20100315154438-89896559.715271,Dryopteris arborescens,DRYARB,Polypodiales,Aspidiaceae,Dryopteris,arborescens,,,,,Perennial,,,,NPSA,,Native,,,
20100315154438-898997962.474823,Kadua axillaris,KADAXI,Rubiales,Rubiaceae,Kadua,axillaris,,(Wawra) W. L. Wagner & Lorence,Wagner et al. 2012,"Terrell et al., 2005",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Tree,Native,manono,end,
20100315154438-898997962.474823,Kadua axillaris,KADAXI,Rubiales,Rubiaceae,Kadua,axillaris,,(Wawra) W. L. Wagner & Lorence,Wagner et al. 2012,"Terrell et al., 2005",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,Tree,Native,manono,end,
20100315154438-898997962.474823,Kadua axillaris,KADAXI,Rubiales,Rubiaceae,Kadua,axillaris,,(Wawra) W. L. Wagner & Lorence,Wagner et al. 2012,"Terrell et al., 2005",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Tree,Native,manono,end,
20100315154438-899100720.882416,Bougainvillea spectabilis,BOUSPE,Caryophyllales,Nyctaginaceae,Bougainvillea,spectabilis,,Willd.,Staples,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",AMME,Shrub,Non-Native,bougainvillea,,
20100315154438-899100720.882416,Bougainvillea spectabilis,BOUSPE,Caryophyllales,Nyctaginaceae,Bougainvillea,spectabilis,,Willd.,Staples,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",KAHO,Shrub,Non-Native,,,
20100315154438-899100720.882416,Bougainvillea spectabilis,BOUSPE,Caryophyllales,Nyctaginaceae,Bougainvillea,spectabilis,,Willd.,Staples,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",PUHO,Shrub,Non-Native,,,
20100315154438-899100720.882416,Bougainvillea spectabilis,BOUSPE,Caryophyllales,Nyctaginaceae,Bougainvillea,spectabilis,,Willd.,Staples,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,Shrub,Non-Native,bougainvillea,,
20100315154438-899490654.468536,Decaspermum fruticosum,DECFRU,Myrtales,Myrtaceae,Decaspermum,fruticosum,,J.F. & G. Forster,Yoshioka,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",NPSA,Shrub,Native,,,
20100315154438-899490654.468536,Decaspermum fruticosum,DECFRU,Myrtales,Myrtaceae,Decaspermum,fruticosum,,J.F. & G. Forster,Yoshioka,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,Shrub,Native,nu'anu'a,,
20100315154438-899554789.066315,Ixora coccinea,IXOCOC,Rubiales,Rubiaceae,Ixora,coccinea,,,,,Perennial,,,,AMME,,Non-Native,,,
20100315154438-900066375.732422,Pedilanthus tithymaloides,PEDTIT,Euphorbiales,Euphorbiaceae,Pedilanthus,tithymaloides,,,,,Perennial,,,,AMME,,Non-Native,,,
20100315154438-900333881.378174,Pandanus whitmeeanus,PANWHI,Pandanales,Pandanaceae,Pandanus,whitmeeanus,,,,,Perennial,,,,NPSA,,Non-Native,,,
20100315154438-900462210.178375,Neonauclea forsteri,NEOFOR,Rubiales,Rubiaceae,Neonauclea,forsteri,,(Seem. Ex Havil.) Merr.,Whistler 2004,,Perennial,,,,NPSA,Tree,Native,afa,ind,
20100315154438-901840507.984161,Crotalaria spectabilis,CROSPE,Fabales,Fabaceae,Crotalaria,spectabilis,,Roth,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-901996314.525604,Arytera brackenridgei,ARYBRA,Violales,Sapindaceae,Arytera,brackenridgei,,(A.Gray) Radlk.,Whistler 2004,,,,,,NPSA,Tree,Native,taputo‘i,ind,
20100315154438-902569651.603699,Sterculia fanaiho,STEFAN,Malvales,Malvaceae,Sterculia,fanaiho,,Setchell,Whistler 2004,,,,,,NPSA,Tree,Native,fana‘io,ind,
20100315154438-902836263.179779,Pseudelephantopus spicatus,PSESPI,Asterales,Asteraceae,Pseudelephantopus,spicatus,,(B. Juss. ex Aubl.) C. F. Baker,Wagner et al. 2012,"Bremer, 1994",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,,Non-Native,,nat,
20100315154438-902836263.179779,Pseudelephantopus spicatus,PSESPI,Asterales,Asteraceae,Pseudelephantopus,spicatus,,(B. Juss. ex Aubl.) C. F. Baker,Wagner et al. 2012,"Bremer, 1994",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",NPSA,,Non-Native,,,
20100315154438-903058409.690857,Urena lobata,URELOB,Malvales,Malvaceae,Urena,lobata,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,,nat,
20100315154438-903058409.690857,Urena lobata,URELOB,Malvales,Malvaceae,Urena,lobata,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Herb,Non-Native,,,
20100315154438-903058409.690857,Urena lobata,URELOB,Malvales,Malvaceae,Urena,lobata,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Herb,Non-Native,dadangsi,,
20100315154438-903098821.640015,Epiphyllum spp.,EPISP.1,Caryophyllales,Cactaceae,Epiphyllum,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HAVO,,Non-Native,,,
20100315154438-903280496.59729,Cyanea aculeatiflora,CYAACU,Campanulales,Campanulaceae,Cyanea,aculeatiflora,,Rock,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-903685450.553894,Panicum tenuifolium,PANTEN,Cyperales,Poaceae,Panicum,tenuifolium,,Hook. & Arn.,Wagner et al. 2012,"Herbst & Clayton, 1998",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Grass,Native,mountain pili,end,
20100315154438-903685450.553894,Panicum tenuifolium,PANTEN,Cyperales,Poaceae,Panicum,tenuifolium,,Hook. & Arn.,Wagner et al. 2012,"Herbst & Clayton, 1998",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Grass,Native,mountain pili,end,
20100315154438-903875172.138214,Korthalsella complanata,KORCOM,Santalales,Santalaceae,Korthalsella,complanata,,(Tiegh.) Engl.,Wagner et al. 2012,"Molvray, 1997",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Herb,Native,hulumoa,ind,
20100315154438-903875172.138214,Korthalsella complanata,KORCOM,Santalales,Santalaceae,Korthalsella,complanata,,(Tiegh.) Engl.,Wagner et al. 2012,"Molvray, 1997",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,Herb,Native,hulumoa,ind,
20100315154438-903875172.138214,Korthalsella complanata,KORCOM,Santalales,Santalaceae,Korthalsella,complanata,,(Tiegh.) Engl.,Wagner et al. 2012,"Molvray, 1997",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Herb,Native,hulumoa,ind,
20100315154438-903963088.989258,Ficus prolixa,FICPRO,Urticales,Moraceae,Ficus,prolixa,,Forst. f.,Whistler 2004,,Perennial,,,,AMME,Tree,Native,nunu,,
20100315154438-903963088.989258,Ficus prolixa,FICPRO,Urticales,Moraceae,Ficus,prolixa,,Forst. f.,Whistler 2004,,Perennial,,,,NPSA,Tree,Native,āoa,ind,
20100315154438-903963088.989258,Ficus prolixa,FICPRO,Urticales,Moraceae,Ficus,prolixa,,Forst. f.,Whistler 2004,,Perennial,,,,WAPA,Tree,Native,nunu,,
20100315154438-904373705.387115,Decaisnina forsteriana,DECFOR,Santalales,Loranthaceae,Decaisnina,forsteriana,,,,,,,,,NPSA,,Native,,,
20100315154438-904779195.785522,Heliocarpus popayanensis,HELPOP,Malvales,Malvaceae,Heliocarpus,popayanensis,,Kunth,Wagner et al. 2012,"Oppenheimer, 2007",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-905129313.468933,Selaginella spp.,SELSP.,Selaginellales,Selaginellaceae,Selaginella,spp.,,,,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HAVO,Fern ally,Non-Native,Selaginella spp.,nat,
20100315154438-905248463.153839,Setaria palmifolia,SETPAL,Cyperales,Poaceae,Setaria,palmifolia,,(J. König) Stapf,Wagner et al. 2012,"Staples et al., 2003; Oppenheimer, 2006",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Grass,Non-Native,palmgrass,nat,
20100315154438-905248463.153839,Setaria palmifolia,SETPAL,Cyperales,Poaceae,Setaria,palmifolia,,(J. König) Stapf,Wagner et al. 2012,"Staples et al., 2003; Oppenheimer, 2006",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Grass,Non-Native,palmgrass,nat,
20100315154438-905729830.265045,Maytenus thompsonii,MAYTHO,Celastrales,Celastraceae,Maytenus,thompsonii,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,,Native,,,
20100315154438-905767500.400543,Oenothera biennis,OENBIE,Myrtales,Onagraceae,Oenothera,biennis,,L.,Wagner et al. 2012,"Starr et al., 2008",Biennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-906368017.196655,Weinmannia affinis,WEIAFF,Rosales,Cunoniaceae,Weinmannia,affinis,,A. Gray,Whistler 2004,,Perennial,,,,NPSA,Tree,Native,Weinmannia affinis,ind,
20100315154438-906655550.003052,Malus sylvestris,MALSYL,Rosales,Rosaceae,Malus,sylvestris,,,,,Perennial,,,,HALE,,Non-Native,,,
20100315154438-906912684.440613,Huperzia stemmermanniae,HUPSTE,Lycopodiales,Lycopodiaceae,Huperzia,stemmermanniae,,"(A.C.Medeiros, W.H.Wagner & Hobdy) Kartesz",2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern ally,Native,,end,
20100315154438-907913744.449615,Metrosideros polymorpha var. macrophylla,METPOL4,Myrtales,Myrtaceae,Metrosideros,polymorpha,var. macrophylla,Gaudich.; (Rock) H. St. John,Wagner et al. 2012,"Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Native,‘ōhi‘a,end,
20100315154438-908671140.670776,Cyanea mannii,CYAMAN,Campanulales,Campanulaceae,Cyanea,mannii,,(Brigham) Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 2004,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,E
20100315154438-908878862.857819,Moerenhoutia heteromorpha,MOEHET,Orchidales,Orchidaceae,Moerenhoutia,heteromorpha,,,,,Perennial,,,,NPSA,,Native,oketi,,
20100315154438-908954441.547394,Alnus nepalensis,ALNNEP,Fagales,Betulaceae,Alnus,nepalensis,,D. Don,Wagner et al. 2012,"Wysong & Hughes, 2007",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Non-Native,,nat,
20100315154438-908971905.708313,Erodium cicutarium,EROCIC,Geraniales,Geraniaceae,Erodium,cicutarium,,(L.) L'Her. Ex Aiton,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,alfilaria,nat,
20100315154438-908971905.708313,Erodium cicutarium,EROCIC,Geraniales,Geraniaceae,Erodium,cicutarium,,(L.) L'Her. Ex Aiton,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,alfilaria,nat,
20100315154438-909204125.404358,Strelitzia reginae,STRREG,Zingiberales,Strelitziaceae,Strelitzia,reginae,,Aiton,,,,2014-12-11T00:00:00Z,Kelly Kozar,"Updated Genus to the correct spelling.  Updated TSN to correct TSN from -9789619, and added authorit",HAVO,,Non-Native,,,
20100315154438-909298360.347748,Pometia pinnata,POMPIN,Sapindales,Sapindaceae,Pometia,pinnata,,Forst.,Whistler 2004,,,,,,NPSA,Tree,Native,tava,ind,
20100315154438-909536302.089691,Costus speciosus,COSSPE,Zingiberales,Costaceae,Costus,speciosus,,,,,Perennial,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,HALE,,Non-Native,,,
20100315154438-909536302.089691,Costus speciosus,COSSPE,Zingiberales,Costaceae,Costus,speciosus,,,,,Perennial,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,HAVO,,Non-Native,,,
20100315154438-909536302.089691,Costus speciosus,COSSPE,Zingiberales,Costaceae,Costus,speciosus,,,,,Perennial,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,NPSA,,Non-Native,,,
20100315154438-909536302.089691,Costus speciosus,COSSPE,Zingiberales,Costaceae,Costus,speciosus,,,,,Perennial,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,WAPA,,Non-Native,,,
20100315154438-910145461.559296,Asplenium contiguum var. hirtulum,ASPCON3,Polypodiales,Aspleniaceae,Asplenium,contiguum,var. hirtulum,Kaulf.; C. Chr.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,Asplenium contiguum var. hirtulum,end,
20100315154438-910964310.16922,Asplenium spp.,ASPSP.,Polypodiales,Aspleniaceae,Asplenium,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",AMME,Fern,Unknown,,,
20100315154438-910964310.16922,Asplenium spp.,ASPSP.,Polypodiales,Aspleniaceae,Asplenium,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HALE,Fern,Native,Asplenium spp.,ind,
20100315154438-910964310.16922,Asplenium spp.,ASPSP.,Polypodiales,Aspleniaceae,Asplenium,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HAVO,Fern,Native,Asplenium spp.,ind,
20100315154438-910964310.16922,Asplenium spp.,ASPSP.,Polypodiales,Aspleniaceae,Asplenium,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",KALA,Fern,Native,Asplenium spp.,ind,
20100315154438-910964310.16922,Asplenium spp.,ASPSP.,Polypodiales,Aspleniaceae,Asplenium,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",NPSA,Fern,Unknown,,,
20100315154438-910964310.16922,Asplenium spp.,ASPSP.,Polypodiales,Aspleniaceae,Asplenium,spp.,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,Fern,Unknown,,,
20100315154438-911409258.842468,Ricinus communis,RICCOM,Euphorbiales,Euphorbiaceae,Ricinus,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Shrub,Non-Native,castor bean,nat,
20100315154438-911409258.842468,Ricinus communis,RICCOM,Euphorbiales,Euphorbiaceae,Ricinus,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Shrub,Non-Native,castor bean,nat,
