Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-628584206.104279,Cuscuta sandwichiana,CUSSAN,Solanales,Convolvulaceae,Cuscuta,sandwichiana,,Choisy,Wagner et al. 2012,"Herbarium Pacificum Staff, 1997",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Vine,Native,kauna‘oa,end,
20100315154438-628751873.970032,Echeveria spp.,ECHSP.,Rosales,Crassulaceae,Echeveria,spp.,,,,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",PUHO,,Non-Native,,,
20100315154438-628754258.155823,Planchonella sandwicensis,PLASAN,Ebenales,Sapotaceae,Planchonella,sandwicensis,,(A. Gray) Baehni & O. Deg.,2012 Bishop Museum Technical Report 60,Swenson et al. 2007/Wagner et al. 2012,Perennial,2015-03-18T00:00:00Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.  Updated to correct sci,HALE,,Native,‘āla‘a,,
20100315154438-628754258.155823,Planchonella sandwicensis,PLASAN,Ebenales,Sapotaceae,Planchonella,sandwicensis,,(A. Gray) Baehni & O. Deg.,2012 Bishop Museum Technical Report 60,Swenson et al. 2007/Wagner et al. 2012,Perennial,2015-03-18T00:00:00Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.  Updated to correct sci,HAVO,,Native,‘āla‘a,,
20100315154438-628754258.155823,Planchonella sandwicensis,PLASAN,Ebenales,Sapotaceae,Planchonella,sandwicensis,,(A. Gray) Baehni & O. Deg.,2012 Bishop Museum Technical Report 60,Swenson et al. 2007/Wagner et al. 2012,Perennial,2015-03-18T00:00:00Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.  Updated to correct sci,KALA,,Native,‘āla‘a,,
20100315154438-629571080.207825,Habenaria repens,HABREP,Orchidales,Orchidaceae,Habenaria,repens,,,,,Perennial,,,,HALE,,Non-Native,,,
20100315154438-629628181.45752,Hyparrhenia rufa,HYPRUF,Cyperales,Poaceae,Hyparrhenia,rufa,,(Nees) Stapf,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Grass,Non-Native,thatching grass,nat,
20100315154438-629628181.45752,Hyparrhenia rufa,HYPRUF,Cyperales,Poaceae,Hyparrhenia,rufa,,(Nees) Stapf,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Grass,Non-Native,thatching grass,nat,
20100315154438-629628181.45752,Hyparrhenia rufa,HYPRUF,Cyperales,Poaceae,Hyparrhenia,rufa,,(Nees) Stapf,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Grass,Non-Native,thatching grass,nat,
20100315154438-629628181.45752,Hyparrhenia rufa,HYPRUF,Cyperales,Poaceae,Hyparrhenia,rufa,,(Nees) Stapf,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Grass,Non-Native,,,
20100315154438-629788994.789124,Stenogyne sessilis,STESES,Lamiales,Lamiaceae,Stenogyne,sessilis,,Benth.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wood & Oppenheimer 2008,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Vine,Native,Stenogyne sessilis,end,
20100315154438-629788994.789124,Stenogyne sessilis,STESES,Lamiales,Lamiaceae,Stenogyne,sessilis,,Benth.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wood & Oppenheimer 2008,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Vine,Native,Stenogyne sessilis,end,
20100315154438-62979221.3439941,Tetramolopium lepidotum ssp. arbusculum,TETLEP,Asterales,Asteraceae,Tetramolopium,lepidotum,ssp. arbusculum,(Less.) Sherff; (A.Gray) Lowrey,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-629923999.30954,Cyrtomium caryotideum,CYRCAR,Polypodiales,Dryopteridaceae,Cyrtomium,caryotideum,,(Wall.) C. Presl,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,kā‘ape‘ape,ind,
20100315154438-629923999.30954,Cyrtomium caryotideum,CYRCAR,Polypodiales,Dryopteridaceae,Cyrtomium,caryotideum,,(Wall.) C. Presl,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,kā‘ape‘ape,ind,
20100315154438-629923999.30954,Cyrtomium caryotideum,CYRCAR,Polypodiales,Dryopteridaceae,Cyrtomium,caryotideum,,(Wall.) C. Presl,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern,Native,kā‘ape‘ape,ind,
20100315154438-629987359.046936,Doryopteris concolor,DORCON,Polypodiales,Pteridaceae,Doryopteris,concolor,,,,,Perennial,,,,NPSA,,Native,,,
20100315154438-630737543.106079,Asplenium hobdyi,ASPHOB,Polypodiales,Aspleniaceae,Asplenium,hobdyi,,W.H.Wagner,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-630737543.106079,Asplenium hobdyi,ASPHOB,Polypodiales,Aspleniaceae,Asplenium,hobdyi,,W.H.Wagner,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,
20100315154438-630926489.830017,Phyllostegia bracteata,PHYBRA,Lamiales,Lamiaceae,Phyllostegia,bracteata,,Sherff,Wagner et al. 2012,"Oppenheimer, 2004",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-631080865.859985,Portulaca pilosa,PORPIL,Caryophyllales,Portulacaceae,Portulaca,pilosa,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,Portulaca pilosa,nat,
20100315154438-631080865.859985,Portulaca pilosa,PORPIL,Caryophyllales,Portulacaceae,Portulaca,pilosa,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,Herb,Non-Native,Portulaca pilosa,nat,
20100315154438-631080865.859985,Portulaca pilosa,PORPIL,Caryophyllales,Portulacaceae,Portulaca,pilosa,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Non-Native,Portulaca pilosa,nat,
20100315154438-631080865.859985,Portulaca pilosa,PORPIL,Caryophyllales,Portulacaceae,Portulaca,pilosa,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,Herb,Non-Native,Portulaca pilosa,nat,
20100315154438-631080865.859985,Portulaca pilosa,PORPIL,Caryophyllales,Portulacaceae,Portulaca,pilosa,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Herb,Non-Native,Portulaca pilosa,nat,
20100315154438-631253004.074097,Euphorbia celastroides var. lorifolia,EUPCEL1,Euphorbiales,Euphorbiaceae,Euphorbia,celastroides,var. lorifolia,Boiss.; (A. Gray) Sherff,Wagner et al. 2012,"Steinmann & Porter, 2002; Yang & Berry, 2011",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Shrub,Native,‘akoko,end,
20100315154438-631253004.074097,Euphorbia celastroides var. lorifolia,EUPCEL1,Euphorbiales,Euphorbiaceae,Euphorbia,celastroides,var. lorifolia,Boiss.; (A. Gray) Sherff,Wagner et al. 2012,"Steinmann & Porter, 2002; Yang & Berry, 2011",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Shrub,Native,‘akoko,end,
20100315154438-631742417.812347,Polyscias macgillivrayi,POLMAC,Apiales,Araliaceae,Polyscias,macgillivrayi,,(Benth.) Harms,ITIS,,Perennial,2019-08-13T00:00:00Z,Kelly Kozar,Updated the accepted scientific name from Polyscias grandifolia to Polyscias macgillivrayi (20160201,WAPA,Shrub,Native,pepega,,
20100315154438-63209354.8774719,Pteris excelsa,PTEEXC,Polypodiales,Pteridaceae,Pteris,excelsa,,Gaudich.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,waimakanui,ind,
20100315154438-63209354.8774719,Pteris excelsa,PTEEXC,Polypodiales,Pteridaceae,Pteris,excelsa,,Gaudich.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,waimakanui,ind,
20100315154438-63209354.8774719,Pteris excelsa,PTEEXC,Polypodiales,Pteridaceae,Pteris,excelsa,,Gaudich.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern,Native,waimakanui,ind,
20100315154438-632271885.871887,Kadua affinis,KADAFF,Rubiales,Rubiaceae,Kadua,affinis,,(DC),Wagner et al. 2012,"Terrell et al., 2005",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Tree,Native,manono,end,
20100315154438-632271885.871887,Kadua affinis,KADAFF,Rubiales,Rubiaceae,Kadua,affinis,,(DC),Wagner et al. 2012,"Terrell et al., 2005",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,Tree,Native,manono,end,
20100315154438-632271885.871887,Kadua affinis,KADAFF,Rubiales,Rubiaceae,Kadua,affinis,,(DC),Wagner et al. 2012,"Terrell et al., 2005",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Tree,Native,manono,end,
20100315154438-63257515.4304504,Carex wahuensis ssp. wahuensis,CARWAH3,Cyperales,Cyperaceae,Carex,wahuensis,ssp. wahuensis,C.A.Mey.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Native,,end,
20100315154438-63257515.4304504,Carex wahuensis ssp. wahuensis,CARWAH3,Cyperales,Cyperaceae,Carex,wahuensis,ssp. wahuensis,C.A.Mey.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Native,Oahu sedge,end,
20100315154438-63257515.4304504,Carex wahuensis ssp. wahuensis,CARWAH3,Cyperales,Cyperaceae,Carex,wahuensis,ssp. wahuensis,C.A.Mey.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,
20100315154438-632826566.696167,Operculina turpethum var. ventricosa,OPETUR2,Solanales,Convolvulaceae,Operculina,turpethum,var. ventricosa,,,,Perennial,,,,AMME,Vine,Non-Native,alalag,,
20100315154438-632826566.696167,Operculina turpethum var. ventricosa,OPETUR2,Solanales,Convolvulaceae,Operculina,turpethum,var. ventricosa,,,,Perennial,,,,NPSA,Vine,Non-Native,,,
20100315154438-632826566.696167,Operculina turpethum var. ventricosa,OPETUR2,Solanales,Convolvulaceae,Operculina,turpethum,var. ventricosa,,,,Perennial,,,,WAPA,Vine,Non-Native,alalag,,
20100315154438-632897973.060608,Ipomoea aquatica,IPOAQU,Solanales,Convolvulaceae,Ipomoea,aquatica,,Forssk.,Wagner et al. 2012,"Bruegmann, pers. comm., 1998; Imada et al., 2000",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data. Updated life form in xref table from PLANTS database.,NPSA,,Non-Native,,,
20100315154438-632975816.726685,Syzygium carolinense,SYZCAR,Myrtales,Myrtaceae,Syzygium,carolinense,,,,,,,,,NPSA,,Native,asi,,
20100315154438-633022904.396057,Cydonia oblonga,CYDOBL,Rosales,Rosaceae,Cydonia,oblonga,,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-633178889.751434,Geniostoma micranthum,GENMIC,Gentianales,Loganiaceae,Geniostoma,micranthum,,A. DC.,Raulerson & Rinehart,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,Shrub,Native,majlocjayo,,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,AMME,Vine,Non-Native,love-in-a-mist,,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Vine,Non-Native,love-in-a-mist,nat,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Vine,Non-Native,love-in-a-mist,nat,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,Vine,Non-Native,love-in-a-mist,nat,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Vine,Non-Native,pāsio vao,,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,Vine,Non-Native,love-in-a-mist,nat,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Vine,Non-Native,love-in-a-mist,nat,
20100315154438-634036839.008331,Passiflora foetida,PASFOE2,Violales,Passifloraceae,Passiflora,foetida,,L.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1996; Oppenheimer & Bartlett, 2002",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Vine,Non-Native,love-in-a-mist,,
20100315154438-634190976.61972,Diplazium proliferum,DIPPRO,Polypodiales,Woodsiaceae,Diplazium,proliferum,,,,,Perennial,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,NPSA,,Native,,,
20100315154438-634371936.321259,Hibiscus X archeri,HIBARC,Malvales,Malvaceae,Hibiscus,X archeri,,,,,Perennial,,,,NPSA,,Non-Native,,,
20100315154438-634571135.044098,Farfugium japonicum,FARJAP,Asterales,Asteraceae,Farfugium,japonicum,,,,,Annual,,,,HAVO,,Non-Native,,,
20100315154438-634934902.191162,Emilia sonchifolia var. sonchifolia,EMISON1,Asterales,Asteraceae,Emilia,sonchifolia,var. sonchifolia,(L.) DC.,Wagner et al. 2012,"Oppenheimer & Bartlett, 2002",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-634934902.191162,Emilia sonchifolia var. sonchifolia,EMISON1,Asterales,Asteraceae,Emilia,sonchifolia,var. sonchifolia,(L.) DC.,Wagner et al. 2012,"Oppenheimer & Bartlett, 2002",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Non-Native,,nat,
20100315154438-634977579.116821,Rumex crispus ssp. crispus,RUMCRI,Polygonales,Polygonaceae,Rumex,crispus,ssp. crispus,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Mosyakin & Wagner 1998,Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,,Non-Native,,nat,
20100315154438-634977579.116821,Rumex crispus ssp. crispus,RUMCRI,Polygonales,Polygonaceae,Rumex,crispus,ssp. crispus,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Mosyakin & Wagner 1998,Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,,Non-Native,,nat,
20100315154438-634977579.116821,Rumex crispus ssp. crispus,RUMCRI,Polygonales,Polygonaceae,Rumex,crispus,ssp. crispus,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Mosyakin & Wagner 1998,Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,,Non-Native,,nat,
20100315154438-635989129.543304,Mezoneuron kavaiense,MEZKAV,Fabales,Fabaceae,Mezoneuron,kavaiense,,(H. Mann) Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 2012,Perennial,2015-03-18T00:00:00Z,Kelly Kozar,Updated life form and conservation status in cross reference table from data in the PLANTS database.,HAVO,,Native,uhiuhi,,E
20100315154438-635989129.543304,Mezoneuron kavaiense,MEZKAV,Fabales,Fabaceae,Mezoneuron,kavaiense,,(H. Mann) Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 2012,Perennial,2015-03-18T00:00:00Z,Kelly Kozar,Updated life form and conservation status in cross reference table from data in the PLANTS database.,KAHO,,Native,uhiuhi,,E
20100315154438-635989129.543304,Mezoneuron kavaiense,MEZKAV,Fabales,Fabaceae,Mezoneuron,kavaiense,,(H. Mann) Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 2012,Perennial,2015-03-18T00:00:00Z,Kelly Kozar,Updated life form and conservation status in cross reference table from data in the PLANTS database.,PUHE,,Native,uhiuhi,,E
20100315154438-635989129.543304,Mezoneuron kavaiense,MEZKAV,Fabales,Fabaceae,Mezoneuron,kavaiense,,(H. Mann) Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 2012,Perennial,2015-03-18T00:00:00Z,Kelly Kozar,Updated life form and conservation status in cross reference table from data in the PLANTS database.,PUHO,,Native,uhiuhi,,E
20100315154438-636580348.014832,Thunbergia fragrans,THUFRA,Scrophulariales,Acanthaceae,Thunbergia,fragrans,,Roxb.,Wagner et al. 2012,"Starr et al., 2006, 2010",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-636580348.014832,Thunbergia fragrans,THUFRA,Scrophulariales,Acanthaceae,Thunbergia,fragrans,,Roxb.,Wagner et al. 2012,"Starr et al., 2006, 2010",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Non-Native,,nat,
20100315154438-636608242.988586,Dryopteris subbipinnata,DRYSUB,Polypodiales,Dryopteridaceae,Dryopteris,subbipinnata,,W. H. Wagner & Hobdy,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,Dryopteris subbipinnata,end,
20100315154438-636608242.988586,Dryopteris subbipinnata,DRYSUB,Polypodiales,Dryopteridaceae,Dryopteris,subbipinnata,,W. H. Wagner & Hobdy,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,Dryopteris subbipinnata,end,
20100315154438-636720478.534698,Asplenium polyodon,ASPPOL,Polypodiales,Aspleniaceae,Asplenium,polyodon,,G. Forst.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,pūnana manu,ind,
20100315154438-636720478.534698,Asplenium polyodon,ASPPOL,Polypodiales,Aspleniaceae,Asplenium,polyodon,,G. Forst.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,pūnana manu,ind,
20100315154438-636720478.534698,Asplenium polyodon,ASPPOL,Polypodiales,Aspleniaceae,Asplenium,polyodon,,G. Forst.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern,Native,pūnana manu,ind,
20100315154438-636720478.534698,Asplenium polyodon,ASPPOL,Polypodiales,Aspleniaceae,Asplenium,polyodon,,G. Forst.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Fern,Native,,,
20100315154438-636720478.534698,Asplenium polyodon,ASPPOL,Polypodiales,Aspleniaceae,Asplenium,polyodon,,G. Forst.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Fern,Native,,,
20100315154438-63672959.8045349,Chamaecyparis lawsoniana,CHALAW,Pinales,Cupressaceae,Chamaecyparis,lawsoniana,,,,,Perennial,,,,HALE,,Non-Native,,,
20100315154438-637957692.146301,Bothriochloa bladhii,BOTBLA,Cyperales,Poaceae,Bothriochloa,bladhii,,(Retz.) S. T. Blake,Wagner et al. 2012,"Herbarium Pacificum Staff, 1997; Starr et al., 2006; Snow, 2008",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,AMME,,Non-Native,Australian beardgrass,,
20100315154438-637957692.146301,Bothriochloa bladhii,BOTBLA,Cyperales,Poaceae,Bothriochloa,bladhii,,(Retz.) S. T. Blake,Wagner et al. 2012,"Herbarium Pacificum Staff, 1997; Starr et al., 2006; Snow, 2008",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,NPSA,,Non-Native,Caucasian bluestem,,
20100315154438-637957692.146301,Bothriochloa bladhii,BOTBLA,Cyperales,Poaceae,Bothriochloa,bladhii,,(Retz.) S. T. Blake,Wagner et al. 2012,"Herbarium Pacificum Staff, 1997; Starr et al., 2006; Snow, 2008",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,WAPA,,Non-Native,Australian beardgrass,,
20100315154438-63901960.849762,Verbesina encelioides,VERENC,Asterales,Asteraceae,Verbesina,encelioides,,(Cav.) Benth. & Hook.,Wagner et al. 2012,"Starr et al., 2002",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,golden crownbeard,nat,
20100315154438-63901960.849762,Verbesina encelioides,VERENC,Asterales,Asteraceae,Verbesina,encelioides,,(Cav.) Benth. & Hook.,Wagner et al. 2012,"Starr et al., 2002",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Non-Native,golden crownbeard,nat,
20100315154438-639214575.29068,Bidens micrantha ssp. ctenophylla,BIDMIC1,Asterales,Asteraceae,Bidens,micrantha,ssp. ctenophylla,Gaudich.; (Sherff) Nagata & Ganders,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,Herb,Native,ko‘oko‘olau,end,V
20100315154438-639495551.586151,Medicago lupulina,MEDLUP,Fabales,Fabaceae,Medicago,lupulina,,L.,Wagner et al. 2012,"Lorence et al., 1995",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,black medick,nat,
20100315154438-639495551.586151,Medicago lupulina,MEDLUP,Fabales,Fabaceae,Medicago,lupulina,,L.,Wagner et al. 2012,"Lorence et al., 1995",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,black medick,nat,
