Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Synonym,Authority_Source,Citation,Common_Name,Life_Cycle,Complete,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-686925947.666168,Paspalum scrobiculatum,PASSCR,Cyperales,Poaceae,Paspalum,scrobiculatum,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Snow & Lau 2010,mau‘u laiki,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Grass,Native,mau‘u laiki,ind?,
20100315154438-686925947.666168,Paspalum scrobiculatum,PASSCR,Cyperales,Poaceae,Paspalum,scrobiculatum,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Snow & Lau 2010,mau‘u laiki,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,NPSA,Grass,Native,,,
20100315154438-686925947.666168,Paspalum scrobiculatum,PASSCR,Cyperales,Poaceae,Paspalum,scrobiculatum,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Snow & Lau 2010,mau‘u laiki,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,WAPA,Grass,Native,,,
20100315154438-687109053.134918,Alyxia stellata,ALYSTE,Gentianales,Apocynaceae,Alyxia,stellata,,(J. R. Forst. & G. Forst.) Roem. & Schult.,Alyxia oliviformis Gaud.,Wagner et al. 2012,"Middleton, 2002",,,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KALA,Vine,Native,maile,ind,
20100315154438-687109053.134918,Alyxia stellata,ALYSTE,Gentianales,Apocynaceae,Alyxia,stellata,,(J. R. Forst. & G. Forst.) Roem. & Schult.,Alyxia oliviformis Gaud.,Wagner et al. 2012,"Middleton, 2002",,,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",NPSA,Vine,Native,maile,end,
20100315154438-687109053.134918,Alyxia stellata,ALYSTE,Gentianales,Apocynaceae,Alyxia,stellata,,(J. R. Forst. & G. Forst.) Roem. & Schult.,Alyxia oliviformis Gaud.,Wagner et al. 2012,"Middleton, 2002",,,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",AMME,Vine,Unknown,maile,,
20100315154438-687109053.134918,Alyxia stellata,ALYSTE,Gentianales,Apocynaceae,Alyxia,stellata,,(J. R. Forst. & G. Forst.) Roem. & Schult.,Alyxia oliviformis Gaud.,Wagner et al. 2012,"Middleton, 2002",,,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",WAPA,Vine,Unknown,maile,,
20100315154438-687109053.134918,Alyxia stellata,ALYSTE,Gentianales,Apocynaceae,Alyxia,stellata,,(J. R. Forst. & G. Forst.) Roem. & Schult.,Alyxia oliviformis Gaud.,Wagner et al. 2012,"Middleton, 2002",,,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHO,Vine,Native,maile,end,
20100315154438-687109053.134918,Alyxia stellata,ALYSTE,Gentianales,Apocynaceae,Alyxia,stellata,,(J. R. Forst. & G. Forst.) Roem. & Schult.,Alyxia oliviformis Gaud.,Wagner et al. 2012,"Middleton, 2002",,,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,Vine,Native,maile,ind,
20100315154438-687109053.134918,Alyxia stellata,ALYSTE,Gentianales,Apocynaceae,Alyxia,stellata,,(J. R. Forst. & G. Forst.) Roem. & Schult.,Alyxia oliviformis Gaud.,Wagner et al. 2012,"Middleton, 2002",,,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HALE,Vine,Native,maile,ind,
20100315154438-687122285.366058,Ilex aquifolium,ILEAQU,Celastrales,Aquifoliaceae,Ilex,aquifolium,,L.,,Wagner et al. 2012,"Wagner & Herbst, 1995",European holly,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HALE,,Non-Native,,nat,
20100315154438-687122285.366058,Ilex aquifolium,ILEAQU,Celastrales,Aquifoliaceae,Ilex,aquifolium,,L.,,Wagner et al. 2012,"Wagner & Herbst, 1995",European holly,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HAVO,,Non-Native,,nat,
20100315154438-687899112.701416,Adenanthera pavonina,ADEPAV,Fabales,Fabaceae,Adenanthera,pavonina,,L.,,Wagner et al. 2012,"Wagner & Herbst, 1995; Starr & Starr, 2011",lopa,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.,NPSA,Tree,Non-Native,lopa,nat,
20100315154438-687899112.701416,Adenanthera pavonina,ADEPAV,Fabales,Fabaceae,Adenanthera,pavonina,,L.,,Wagner et al. 2012,"Wagner & Herbst, 1995; Starr & Starr, 2011",lopa,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.,WAPA,Tree,Non-Native,coral bean tree,,
20100315154438-688358008.861542,Triodanis biflora,TRIBIF,Campanulales,Campanulaceae,Triodanis,biflora,,(Ruiz & Pav.) Greene,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Venus' looking glass,Annual,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Non-Native,,nat,
20100315154438-688366889.953613,Rubus argutus,RUBARG,Rosales,Rosaceae,Rubus,argutus,,Link,,Wagner et al. 2012,"Hughes, 1995","‘ohelo ‘ele‘ele, ohelo eleele, blackberry",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Shrub,Non-Native,prickly Florida blackberry,nat,
20100315154438-688366889.953613,Rubus argutus,RUBARG,Rosales,Rosaceae,Rubus,argutus,,Link,,Wagner et al. 2012,"Hughes, 1995","‘ohelo ‘ele‘ele, ohelo eleele, blackberry",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Shrub,Non-Native,prickly Florida blackberry,nat,
20100315154438-688366889.953613,Rubus argutus,RUBARG,Rosales,Rosaceae,Rubus,argutus,,Link,,Wagner et al. 2012,"Hughes, 1995","‘ohelo ‘ele‘ele, ohelo eleele, blackberry",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Shrub,Non-Native,prickly Florida blackberry,nat,
20100315154438-688683092.594147,Acacia melanoxylon,ACAMEL,Fabales,Fabaceae,Acacia,melanoxylon,,R. Br. ex Aiton,,Wagner et al. 2012,"Lorence et al., 1995; Meidell et al., 1998; Oppenheimer, 2010","blackwood, blackwood acacia, Australian blackwood",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Non-Native,Australian blackwood,nat,
20100315154438-688683092.594147,Acacia melanoxylon,ACAMEL,Fabales,Fabaceae,Acacia,melanoxylon,,R. Br. ex Aiton,,Wagner et al. 2012,"Lorence et al., 1995; Meidell et al., 1998; Oppenheimer, 2010","blackwood, blackwood acacia, Australian blackwood",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Tree,Non-Native,Australian blackwood,nat,
20100315154438-688683092.594147,Acacia melanoxylon,ACAMEL,Fabales,Fabaceae,Acacia,melanoxylon,,R. Br. ex Aiton,,Wagner et al. 2012,"Lorence et al., 1995; Meidell et al., 1998; Oppenheimer, 2010","blackwood, blackwood acacia, Australian blackwood",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Tree,Non-Native,Australian blackwood,nat,
20100315154438-69013714.7903442,Fraxinus americana,FRAAME,Scrophulariales,Oleaceae,Fraxinus,americana,,,,,,white ash,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,HAVO,,Non-Native,,,
20100315154438-691250622.272491,Cyrtandra hematos,CYRHEM,Scrophulariales,Gesneriaceae,Cyrtandra,hematos,,H.St.John,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,singleflower cyrtandra,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,KALA,,Native,,end,
20100315154438-69140553.4744263,Sophora chrysophylla,SOPCHR,Fabales,Fabaceae,Sophora,chrysophylla,,(Salisb.) Seem.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mamane,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Native,māmane,end,
20100315154438-69140553.4744263,Sophora chrysophylla,SOPCHR,Fabales,Fabaceae,Sophora,chrysophylla,,(Salisb.) Seem.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,mamane,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Tree,Native,māmane,end,
20100315154438-692577242.851257,Cibotium chamissoi,CIBCHA,Polypodiales,Cibotiaceae,Cibotium,chamissoi,,Kaulf.,,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,meu,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Tree Fern,Native,hāpu‘u,end,
20100315154438-692577242.851257,Cibotium chamissoi,CIBCHA,Polypodiales,Cibotiaceae,Cibotium,chamissoi,,Kaulf.,,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,meu,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree Fern,Native,hāpu‘u,end,
20100315154438-692577242.851257,Cibotium chamissoi,CIBCHA,Polypodiales,Cibotiaceae,Cibotium,chamissoi,,Kaulf.,,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,meu,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Tree Fern,Native,hāpu‘u,end,
20100315154438-692628085.613251,Asclepias curassavica,ASCCUR,Gentianales,Apocynaceae,Asclepias,curassavica,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wood & LeGrande 2006,"lauhele, butterfly weed, nu‘umela",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Herb,Non-Native,butterfly weed,nat,
20100315154438-692628085.613251,Asclepias curassavica,ASCCUR,Gentianales,Apocynaceae,Asclepias,curassavica,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wood & LeGrande 2006,"lauhele, butterfly weed, nu‘umela",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Herb,Non-Native,butterfly weed,nat,
20100315154438-692628085.613251,Asclepias curassavica,ASCCUR,Gentianales,Apocynaceae,Asclepias,curassavica,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wood & LeGrande 2006,"lauhele, butterfly weed, nu‘umela",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,NPSA,Herb,Non-Native,,,
20100315154438-692628085.613251,Asclepias curassavica,ASCCUR,Gentianales,Apocynaceae,Asclepias,curassavica,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wood & LeGrande 2006,"lauhele, butterfly weed, nu‘umela",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Herb,Non-Native,butterfly weed,nat,
20100315154438-692994534.96933,Lycopodium venustulum var. verticale,LYCVEN3,Lycopodiales,Lycopodiaceae,Lycopodium,venustulum,var. verticale,Gaudich.; W.H.Wagner,,2012 Bishop Museum Technical Report 60,Palmer 2003,Wawae‘iole,Perennial,FALSE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,,Native,,end,
20100315154438-693273544.311523,Asclepias physocarpa,ASCPHY,Gentianales,Apocynaceae,Asclepias,physocarpa,,(E. Mey.) Schlechter,,Wagner et al. 2012,"Oppenheimer, 2007",balloon plant,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KAHO,Herb,Non-Native,balloon plant,nat,
20100315154438-693273544.311523,Asclepias physocarpa,ASCPHY,Gentianales,Apocynaceae,Asclepias,physocarpa,,(E. Mey.) Schlechter,,Wagner et al. 2012,"Oppenheimer, 2007",balloon plant,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Herb,Non-Native,balloon plant,nat,
20100315154438-693273544.311523,Asclepias physocarpa,ASCPHY,Gentianales,Apocynaceae,Asclepias,physocarpa,,(E. Mey.) Schlechter,,Wagner et al. 2012,"Oppenheimer, 2007",balloon plant,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Herb,Non-Native,balloon plant,nat,
20100315154438-693866252.89917,Dianthus armeria ssp. armeria,DIAARM,Caryophyllales,Caryophyllaceae,Dianthus,armeria,ssp. armeria,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Deptford pink,Annual,FALSE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KALA,,Non-Native,,nat,
20100315154438-694463968.276978,Schizachyrium condensatum,SCHCON,Cyperales,Poaceae,Schizachyrium,condensatum,,(Kunth) Nees,,Wagner et al. 2012,"Herbst et al., 2004; Snow & Lau, 2010","little bluestem, beardgrass",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Grass,Non-Native,beardgrass,nat,
20100315154438-694937467.575073,Caesalpinia major,CAEMAJ,Fabales,Fabaceae,Caesalpinia,major,,(Medik.) Dandy & Exell,,Wagner et al. 2012,"Herbst & Wagner, 1996","anoso, se'u pe'a, yellow nickers, 'anaoso",Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,NPSA,,Native,,,
20100315154438-694937467.575073,Caesalpinia major,CAEMAJ,Fabales,Fabaceae,Caesalpinia,major,,(Medik.) Dandy & Exell,,Wagner et al. 2012,"Herbst & Wagner, 1996","anoso, se'u pe'a, yellow nickers, 'anaoso",Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,PUHO,,Non-Native,,nat?,
20100315154438-695115506.649017,Ptychosperma macarthurii,PTYMAC,Arecales,Arecaceae,Ptychosperma,macarthurii,,(H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f. (1884),,,,Macarthur feather palm,Perennial,TRUE,2024-03-22T00:00:00Z,Kim Weisenborn,,AMME,Tree,Non-Native,Macarthur feather palm,,
20100315154438-695731222.629547,Typha latifolia,TYPLAT,Typhales,Typhaceae,Typha,latifolia,,L.,,Wagner et al. 2012,"Staples et al., 2003",cattail,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Non-Native,,nat,
20100315154438-696100771.427155,Dryopteris mauiensis,DRYMAU,Polypodiales,Dryopteridaceae,Dryopteris,mauiensis,,C.Chr.,,2012 Bishop Museum Technical Report 60,Palmer 2003,,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form",HAVO,,Native,,end,
20100315154438-696100771.427155,Dryopteris mauiensis,DRYMAU,Polypodiales,Dryopteridaceae,Dryopteris,mauiensis,,C.Chr.,,2012 Bishop Museum Technical Report 60,Palmer 2003,,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form",KALA,,Native,,end,
20100315154438-69836854.9346924,Eugenia reinwardtiana,EUGREI,Myrtales,Myrtaceae,Eugenia,reinwardtiana,,(Blume) DC.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,mountain stopper,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KALA,,Native,,ind,
20100315154438-69836854.9346924,Eugenia reinwardtiana,EUGREI,Myrtales,Myrtaceae,Eugenia,reinwardtiana,,(Blume) DC.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,mountain stopper,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,WAPA,,Native,,,
20100315154438-69836854.9346924,Eugenia reinwardtiana,EUGREI,Myrtales,Myrtaceae,Eugenia,reinwardtiana,,(Blume) DC.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,mountain stopper,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,NPSA,,Native,,,
20100315154438-698398768.901825,Cyrtandra filipes,CYRFIL,Scrophulariales,Gesneriaceae,Cyrtandra,filipes,,Hillebr.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,gulch cyrtandra,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HALE,,Native,,end,
20100315154438-69851040.8401489,Hoya vitiensis,HOYVIT,Gentianales,Apocynaceae,Hoya,vitiensis,,,,,,fue selela,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,NPSA,,Native,,,
20100315154438-698738753.795624,Atriplex eardleyae,ATREAR,Caryophyllales,Amaranthaceae,Atriplex,eardleyae,,Aellen,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,small saltbush,Annual,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012. Updated life form,PUHO,,Non-Native,,nat,
20100315154438-698990941.047668,Pimenta racemosa,PIMRAC,Myrtales,Myrtaceae,Pimenta,racemosa,,(Mill.) J. W. Moore,,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Frohlich & Lau 2012,bay rum,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,,WAPA,Tree,Non-Native,bay rum,,
20100315154438-700833976.268768,Sansevieria trifasciata var. laurentii,SANTRI2,Liliales,Asparagaceae,Sansevieria,trifasciata,var. laurentii,,,,,"bowstring hemp, snake plant",Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,KAHO,,Non-Native,,,
20100315154438-700833976.268768,Sansevieria trifasciata var. laurentii,SANTRI2,Liliales,Asparagaceae,Sansevieria,trifasciata,var. laurentii,,,,,"bowstring hemp, snake plant",Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,PUHO,,Non-Native,,,
20100315154438-702290117.740631,Asplenium lobulatum,ASPLOB,Polypodiales,Aspleniaceae,Asplenium,lobulatum,,Mett.,,2012 Bishop Museum Technical Report 60,Palmer 2003,pi‘ipi‘i lau manamana,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Fern,Native,pi‘ipi‘i lau manamana,ind,
20100315154438-702290117.740631,Asplenium lobulatum,ASPLOB,Polypodiales,Aspleniaceae,Asplenium,lobulatum,,Mett.,,2012 Bishop Museum Technical Report 60,Palmer 2003,pi‘ipi‘i lau manamana,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Fern,Native,pi‘ipi‘i lau manamana,ind,
20100315154438-702290117.740631,Asplenium lobulatum,ASPLOB,Polypodiales,Aspleniaceae,Asplenium,lobulatum,,Mett.,,2012 Bishop Museum Technical Report 60,Palmer 2003,pi‘ipi‘i lau manamana,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Fern,Native,pi‘ipi‘i lau manamana,ind,
20100315154438-702357351.779938,Lipochaeta succulenta,LIPSUC,Asterales,Asteraceae,Lipochaeta,succulenta,,(Hook. & Arn.) DC.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wagner & Robinson 2002,nehe,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HAVO,,Native,,end,
20100315154438-702357351.779938,Lipochaeta succulenta,LIPSUC,Asterales,Asteraceae,Lipochaeta,succulenta,,(Hook. & Arn.) DC.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wagner & Robinson 2002,nehe,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KALA,,Native,,end,
20100315154438-702970147.132874,Lobelia dunbariae ssp. dunbariae,LOBDUN1,Campanulales,Campanulaceae,Lobelia,dunbariae,ssp. dunbariae,Rock,Lobelia dunbarii Rock subsp. dunbarii (spelling change),2012 Bishop Museum Technical Report 60,Wagner et al. 1990,,Perennial,FALSE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KALA,,Native,,end,
20100315154438-704204022.884369,Diellia leucostegioides,DIELEU,Polypodiales,Aspleniaceae,Diellia,leucostegioides,,,,,,necklace island spleenwort,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,HALE,,Native,,,
20100315154438-704606592.655182,Aloe vera,ALOVER,Liliales,Xanthorrhoeaceae,Aloe,vera,,(L.) Burm. f.,,Wagner et al. 2012,"Lorence et al., 1995; Herbarium Pacificum Staff, 1999; Oppenheimer, 2003, 2011; Wysong & Hughes,2007;",aloe,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KAHO,Herb,Non-Native,aloe,nat,
