Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Synonym,Authority_Source,Citation,Common_Name,Life_Cycle,Complete,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-808490931.987762,Phyllostegia velutina,PHYVEL,Lamiales,Lamiaceae,Phyllostegia,velutina,,(Sherff) H.St.John,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Wagner 1999,velvet phyllostegia,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form and conservation status in xref table from PLANTS database.,HAVO,,Native,,end,E
20100315154438-808962166.309357,Falcataria moluccana,FALMOL,Fabales,Fabaceae,Falcataria,moluccana,,(Miq.) Barneby & Grimes,Paraserianthes falcataria (L.) I. Nielsen,Wagner et al. 2012,"Herbarium Pacificum Staff, 1998; Oppenheimer & Bartlett, 2002; Starr et al., 2003; Oppenheimer, 2007",peacocksplume,,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,Tree,Non-Native,tamaligi,nat,
20100315154438-808962166.309357,Falcataria moluccana,FALMOL,Fabales,Fabaceae,Falcataria,moluccana,,(Miq.) Barneby & Grimes,Paraserianthes falcataria (L.) I. Nielsen,Wagner et al. 2012,"Herbarium Pacificum Staff, 1998; Oppenheimer & Bartlett, 2002; Starr et al., 2003; Oppenheimer, 2007",peacocksplume,,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",NPSA,Tree,Non-Native,tamaligi,nat,
20100315154438-809112608.43277,Chloris radiata,CHLRAD,Cyperales,Poaceae,Chloris,radiata,,(L.) Sw.,,Wagner et al. 2012,"Oppenheimer, 2003; Wood & LeGrande, 2006",radiate fingergrass,Annual,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,NPSA,,Non-Native,,,
20100315154438-809112608.43277,Chloris radiata,CHLRAD,Cyperales,Poaceae,Chloris,radiata,,(L.) Sw.,,Wagner et al. 2012,"Oppenheimer, 2003; Wood & LeGrande, 2006",radiate fingergrass,Annual,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KALA,,Non-Native,,nat,
20100315154438-809112608.43277,Chloris radiata,CHLRAD,Cyperales,Poaceae,Chloris,radiata,,(L.) Sw.,,Wagner et al. 2012,"Oppenheimer, 2003; Wood & LeGrande, 2006",radiate fingergrass,Annual,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,WAPA,,Non-Native,,,
20100315154438-809590220.451355,Abutilon indicum,ABUIND,Malvales,Malvaceae,Abutilon,indicum,,(L.) Sweet,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,monkeybush,Both,FALSE,2013-12-13T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.,WAPA,,Non-Native,,,
20100315154438-810058951.377869,Ctenitis latifrons,CTELAT,Polypodiales,Dryopteridaceae,Ctenitis,latifrons,,(Brack.) Copel.,,2012 Bishop Museum Technical Report 60,Palmer 2003,"delicate lacefern, ‘ākōlea",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HALE,,Native,,end,
20100315154438-810058951.377869,Ctenitis latifrons,CTELAT,Polypodiales,Dryopteridaceae,Ctenitis,latifrons,,(Brack.) Copel.,,2012 Bishop Museum Technical Report 60,Palmer 2003,"delicate lacefern, ‘ākōlea",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KALA,,Native,,end,
20100315154438-810058951.377869,Ctenitis latifrons,CTELAT,Polypodiales,Dryopteridaceae,Ctenitis,latifrons,,(Brack.) Copel.,,2012 Bishop Museum Technical Report 60,Palmer 2003,"delicate lacefern, ‘ākōlea",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HAVO,,Native,‘ākōlea,end,
20100315154438-810770153.999329,Ipomoea littoralis,IPOLIT,Solanales,Convolvulaceae,Ipomoea,littoralis,,Blume,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"palulu, tagamimi",Perennial,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,,NPSA,Vine,Native,palulu,ind?,
20100315154438-810770153.999329,Ipomoea littoralis,IPOLIT,Solanales,Convolvulaceae,Ipomoea,littoralis,,Blume,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"palulu, tagamimi",Perennial,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,,WAPA,Vine,Native,lagun-tasi,,
20100315154438-811571359.634399,Phaius tankervilleae,PHATAN1,Orchidales,Orchidaceae,Phaius,tankervilleae,,(Banks ex L'Hér.) Blume,,"2012 Bishop Museum Technical Report 60, Wagner et al. 2012",Wagner et al. 1990; Oppenheimer et al. 1999; Staples & Herbst 2005; Oppenheimer 2007; Oppenheimer 2008,"nun's orchid, nun's hood, chinese ground",Perennial,FALSE,2015-01-29T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.  Updated to correct TSN and spelling (from ITIS and Wagner et al. 2012 update).,HALE,,Non-Native,chinese ground orchid,nat,
20100315154438-811571359.634399,Phaius tankervilleae,PHATAN1,Orchidales,Orchidaceae,Phaius,tankervilleae,,(Banks ex L'Hér.) Blume,,"2012 Bishop Museum Technical Report 60, Wagner et al. 2012",Wagner et al. 1990; Oppenheimer et al. 1999; Staples & Herbst 2005; Oppenheimer 2007; Oppenheimer 2008,"nun's orchid, nun's hood, chinese ground",Perennial,FALSE,2015-01-29T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.  Updated to correct TSN and spelling (from ITIS and Wagner et al. 2012 update).,HAVO,,Non-Native,chinese ground orchid,nat,
20100315154438-811571359.634399,Phaius tankervilleae,PHATAN1,Orchidales,Orchidaceae,Phaius,tankervilleae,,(Banks ex L'Hér.) Blume,,"2012 Bishop Museum Technical Report 60, Wagner et al. 2012",Wagner et al. 1990; Oppenheimer et al. 1999; Staples & Herbst 2005; Oppenheimer 2007; Oppenheimer 2008,"nun's orchid, nun's hood, chinese ground",Perennial,FALSE,2015-01-29T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.  Updated to correct TSN and spelling (from ITIS and Wagner et al. 2012 update).,NPSA,,Native,oketi,,
20100315154438-812048554.420471,Curcuma longa,CURLON,Zingiberales,Zingiberaceae,Curcuma,longa,,L.,,Wagner et al. 2012,"Wood, in press","`olena, tumeric",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KAHO,,Non-Native,,pol,
20100315154438-812048554.420471,Curcuma longa,CURLON,Zingiberales,Zingiberaceae,Curcuma,longa,,L.,,Wagner et al. 2012,"Wood, in press","`olena, tumeric",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HALE,,Native,,pol,
20100315154438-812048554.420471,Curcuma longa,CURLON,Zingiberales,Zingiberaceae,Curcuma,longa,,L.,,Wagner et al. 2012,"Wood, in press","`olena, tumeric",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,PUHE,,Non-Native,,pol,
20100315154438-812048554.420471,Curcuma longa,CURLON,Zingiberales,Zingiberaceae,Curcuma,longa,,L.,,Wagner et al. 2012,"Wood, in press","`olena, tumeric",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,PUHO,,Non-Native,,pol,
20100315154438-812048554.420471,Curcuma longa,CURLON,Zingiberales,Zingiberaceae,Curcuma,longa,,L.,,Wagner et al. 2012,"Wood, in press","`olena, tumeric",Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,WAPA,,Native,,,
20100315154438-812265455.722809,Labordia tinifolia var. tinifolia,LABTIN,Gentianales,Loganiaceae,Labordia,tinifolia,var. tinifolia,A.Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Motley 1995; Wood et al. 2007,kamakahala,Perennial,FALSE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Native,,end,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KAHO,Shrub,Non-Native,koa haole,nat,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,AMME,Tree,Non-Native,tangan-tangan,,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Shrub,Non-Native,koa haole,nat,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Shrub,Non-Native,koa haole,nat,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Shrub,Non-Native,koa haole,nat,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHE,Shrub,Non-Native,koa haole,nat,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,NPSA,Shrub,Non-Native,"lusina, fuapepe",,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,WAPA,Tree,Non-Native,tangan-tangan,,
20100315154438-812539756.298065,Leucaena leucocephala,LEULEU,Fabales,Fabaceae,Leucaena,leucocephala,,(Lam.) de Wit,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,koa haole,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHO,Shrub,Non-Native,koa haole,nat,
20100315154438-812895417.21344,Cenchrus echinatus,CENECH,Cyperales,Poaceae,Cenchrus,echinatus,,L.,,Wagner et al. 2012,"Starr et al., 2002","common sandbur, ‘ume‘alu, mau‘u kuku",Annual,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,AMME,Grass,Non-Native,burgrass,,
20100315154438-812895417.21344,Cenchrus echinatus,CENECH,Cyperales,Poaceae,Cenchrus,echinatus,,L.,,Wagner et al. 2012,"Starr et al., 2002","common sandbur, ‘ume‘alu, mau‘u kuku",Annual,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,NPSA,Grass,Non-Native,,,
20100315154438-812895417.21344,Cenchrus echinatus,CENECH,Cyperales,Poaceae,Cenchrus,echinatus,,L.,,Wagner et al. 2012,"Starr et al., 2002","common sandbur, ‘ume‘alu, mau‘u kuku",Annual,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Grass,Non-Native,common sandbur,nat,
20100315154438-812895417.21344,Cenchrus echinatus,CENECH,Cyperales,Poaceae,Cenchrus,echinatus,,L.,,Wagner et al. 2012,"Starr et al., 2002","common sandbur, ‘ume‘alu, mau‘u kuku",Annual,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Grass,Non-Native,common sandbur,nat,
20100315154438-812895417.21344,Cenchrus echinatus,CENECH,Cyperales,Poaceae,Cenchrus,echinatus,,L.,,Wagner et al. 2012,"Starr et al., 2002","common sandbur, ‘ume‘alu, mau‘u kuku",Annual,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHE,Grass,Non-Native,common sandbur,nat,
20100315154438-812895417.21344,Cenchrus echinatus,CENECH,Cyperales,Poaceae,Cenchrus,echinatus,,L.,,Wagner et al. 2012,"Starr et al., 2002","common sandbur, ‘ume‘alu, mau‘u kuku",Annual,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHO,Grass,Non-Native,common sandbur,nat,
20100315154438-812895417.21344,Cenchrus echinatus,CENECH,Cyperales,Poaceae,Cenchrus,echinatus,,L.,,Wagner et al. 2012,"Starr et al., 2002","common sandbur, ‘ume‘alu, mau‘u kuku",Annual,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,WAPA,Grass,Non-Native,burgrass,,
20100315154438-813278734.68399,Dieffenbachia seguine,DIESEG,Alismatales,Araceae,Dieffenbachia,seguine,,,,,,dumbcane,Perennial,FALSE,,,,NPSA,,Non-Native,,,
20100315154438-814128637.313843,Lysimachia mauritiana,LYSMAU,Primulales,Primulaceae,Lysimachia,mauritiana,,Lam.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,spoonleaf yellow loosestrife,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,KALA,,Native,,ind,
